product_id,url,name,sku,price,category_name
100208,https://www.glamira.co.uk/catalog/product/view/id/100208,Women's Ring Bright Spell 10 mm,FCW-002-10W,1308.000000,
100210,https://www.glamira.co.uk/catalog/product/view/id/100210,Men's Wedding Ring Fantastic Choice 10 mm,FCW-003-10M,811.000000,Men’s Wedding Rings
100212,https://www.glamira.co.uk/catalog/product/view/id/100212,Wedding Ring Fantastic Bright Ribbon 5 mm,FCW-004-5,1505.000000,Wedding Rings
100214,https://www.glamira.co.uk/catalog/product/view/id/100214,Women's Wedding Ring Fantastic Bright Ribbon 5 mm,FCW-004-5W,727.000000,Women’s Wedding Rings
100215,https://www.glamira.co.uk/catalog/product/view/id/100215,Wedding Ring Fantastic Bright Ribbon 6 mm,FCW-004-6,1733.000000,Wedding Rings
100216,https://www.glamira.co.uk/catalog/product/view/id/100216,Men's Wedding Ring Fantastic Bright Ribbon 6 mm,FCW-004-6M,898.000000,Men’s Wedding Rings
100217,https://www.glamira.co.uk/catalog/product/view/id/100217,Women's Wedding Ring Fantastic Bright Ribbon 6 mm,FCW-004-6W,835.000000,Women’s Wedding Rings
100211,https://www.glamira.co.uk/catalog/product/view/id/100211,Women's Wedding Ring Fantastic Choice 10 mm,FCW-003-10W,738.000000,Women’s Wedding Rings
100218,https://www.glamira.co.uk/catalog/product/view/id/100218,Wedding Ring Fantastic Bright Ribbon 8 mm,FCW-004-8,2215.000000,Wedding Rings
100219,https://www.glamira.co.uk/catalog/product/view/id/100219,Men's Wedding Ring Fantastic Bright Ribbon 8 mm,FCW-004-8M,1157.000000,Men’s Wedding Rings
100209,https://www.glamira.co.uk/catalog/product/view/id/100209,Wedding Ring Fantastic Choice 10 mm,FCW-003-10,1550.000000,Wedding Rings
100220,https://www.glamira.co.uk/catalog/product/view/id/100220,Women's Wedding Ring Fantastic Bright Ribbon 8 mm,FCW-004-8W,1058.000000,Women’s Wedding Rings
100222,https://www.glamira.co.uk/catalog/product/view/id/100222,Men's Ring Fantastic Bright Ribbon 10 mm,FCW-004-10M,1513.000000,
100226,https://www.glamira.co.uk/catalog/product/view/id/100226,Women's Wedding Ring Fantastic Core 6 mm,FCW-005-6W,838.000000,Women’s Wedding Rings
100224,https://www.glamira.co.uk/catalog/product/view/id/100224,Wedding Ring Fantastic Core 6 mm,FCW-005-6,1765.000000,Wedding Rings
100223,https://www.glamira.co.uk/catalog/product/view/id/100223,Women's Ring Fantastic Bright Ribbon 10 mm,FCW-004-10W,1359.000000,
